,Unnamed: 0,Unnamed: 0.1,Title,Document,EPA Comment Letter Date,Federal Register Date,Agency,State,name,normalized_agency,new_name,normalized,new_Agency
121,121,121,Bay Delta Conservation Plan,Draft,8/26/14,12/13/13,National Marine Fisheries Service,CA,EisDocuments-88499;CommentLetters-88499,NMFS,EisDocuments-88499,nmfs,National Marine Fisheries Service
122,122,122,Bear River Narrows Hydroelectric Project-FERC Project 12486-008,Draft,11/30/15,10/9/15,Federal Energy Regulatory Commission,ID,EisDocuments-178772;CommentLetters-178772,FERC,EisDocuments-178772,ferc,Federal Energy Regulatory Commission
123,123,123,Beasley Pond Analysis Area,Final,11/29/16,10/21/16,Forest Service,FL,EisDocuments-219146;CommentLetters-219146,FS,EisDocuments-219146,fs,Forest Service
124,124,124,Beaver Creek,Final,4/7/14,2/28/14,Forest Service,ID,EisDocuments-87937;CommentLetters-87937,FS,EisDocuments-87937,fs,Forest Service
125,125,125,Beaver Creek Mountain Improvements Project Speical Use Permit White River National Forest Eagle County CO,Final,6/4/12,5/11/12,Forest Service,CO,EisDocuments-87105,FS,EisDocuments-87105,fs,Forest Service
126,126,126,Beaver Creek Project,Draft,7/23/13,6/7/13,Forest Service,ID,EisDocuments-88146;CommentLetters-88146,FS,EisDocuments-88146,fs,Forest Service
127,127,127,Beaver Dam Wash National Conservation Area Red Cliffs National Conservation Area Draft Amendment to the St. Geroge Field Office Resource Management Plan,Draft,0,7/17/15,Bureau of Land Management,UT,EisDocuments-172829;CommentLetters-172829,BoLM,EisDocuments-172829,bolm,Bureau of Land Management
128,128,128,Beaverhead - Deerlodge National Forest Land & Resource Management Plan to comply with District of Mont Court Order,Third Draft Supplemental,0,12/4/15,Forest Service,MT,EisDocuments-183861;CommentLetters-183861,FS,EisDocuments-183861,fs,Forest Service
129,129,129,Beaverhead-Deerlodge National Forest Land and Resource Management Plan To Comply with the District of Montana Court Order Beaverhead and Jefferson Counties MT,Final Supplement,12/19/12,11/30/12,Forest Service,MT,EisDocuments-86814;CommentLetters-86814,FS,EisDocuments-86814,fs,Forest Service
130,130,130,Beaverhead-Deerlodge National Forest Land and Resource Management Plan to Comply with a District of Montana Court Order (Temporary Roads),Second Draft Supplemental,6/12/14,3/14/14,Forest Service,MT,EisDocuments-88005;CommentLetters-88005,FS,EisDocuments-88005,fs,Forest Service
131,131,131,Beaverhead-Deerlodge National Forest Land and Resource Management Plan to comply with District of Mont Court Order,Third Final Supplemental,7/20/16,6/10/16,Forest Service,MT,EisDocuments-209782;CommentLetters-209782,FS,EisDocuments-209782,fs,Forest Service
132,132,132,Beaverhead-Deerlodge National Forest Land and Resource Management Plan to to Comply with a District of Montana Court Order (Temporary Roads),Final Supplement,10/28/14,9/26/14,Forest Service,MT,EisDocuments-88270,FS,EisDocuments-88270,fs,Forest Service
133,133,133,Becker Integrated Resource Project,Draft,11/9/15,9/25/15,Forest Service,ID,EisDocuments-177461;CommentLetters-177461,FS,EisDocuments-177461,fs,Forest Service
134,134,134,Becker Integrated Resource Project (Formerly the Becker Vegetation Management Project),Final,5/13/16,4/1/16,Forest Service,ID,EisDocuments-205826;CommentLetters-205826,FS,EisDocuments-205826,fs,Forest Service
135,135,135,Bell Island Geothermal Leases SPEIS,Final Supplement,4/22/13,3/22/13,Forest Service,AK,EisDocuments-88093;CommentLetters-88093,FS,EisDocuments-88093,fs,Forest Service
136,136,136,Berryessa Creek Element Coyote and Berryessa Creek California Flood Control Project,Final,1/28/14,1/3/14,U.S. Army Corps of Engineers,CA,EisDocuments-88501;CommentLetters-88501,UACoE,EisDocuments-88501,uacoe,US Army Corps of Engineers
137,137,137,Berryesssa Creek Project,Draft,5/6/13,3/22/13,U.S. Army Corps of Engineers,CA,EisDocuments-87809;CommentLetters-87809,UACoE,EisDocuments-87809,uacoe,US Army Corps of Engineers
138,138,138,Berths 212-224 (YTI) Container Terminal Improvements Project,Final,11/5/14,10/17/14,U.S. Army Corps of Engineers,CA,EisDocuments-88430;CommentLetters-88430,UACoE,EisDocuments-88430,uacoe,US Army Corps of Engineers
139,139,139,Berths 226 to 236 [Everport] Container Terminal Improvements Project,Final,11/6/17,10/6/17,U.S. Army Corps of Engineers,CA,EisDocuments-239820;CommentLetters-239820,UACoE,EisDocuments-239820,uacoe,US Army Corps of Engineers
140,140,140,Berths 226-236 [Everport] Container Terminal Improvements Project,Draft,6/5/17,4/21/17,U.S. Army Corps of Engineers,CA,EisDocuments-231026;CommentLetters-231026,UACoE,EisDocuments-231026,uacoe,US Army Corps of Engineers
141,141,141,Big Creek Hot Springs Geothermal Leasing,Draft,5/1/17,3/10/17,Forest Service,ID,EisDocuments-228601;CommentLetters-228601,FS,EisDocuments-228601,fs,Forest Service
142,142,142,Big Thicket National Preserve Final General Management Plan,Final,10/20/14,10/3/14,National Park Service,TX,EisDocuments-88322;CommentLetters-88322,NPS,EisDocuments-88322,nps,National Park Service
143,143,143,Big Thicket National Preserve General Management Plan,Draft,6/28/13,5/3/13,National Park Service,TX,EisDocuments-88441;CommentLetters-88441,NPS,EisDocuments-88441,nps,National Park Service
144,144,144,Big Thorne Project,Final,8/12/13,7/12/13,Forest Service,AK,EisDocuments-88188;CommentLetters-88188,FS,EisDocuments-88188,fs,Forest Service
145,145,145,Big Thorne Project Proposes to Harvest Timber Build New Roads and Reconstruct Roads Thorne Bay Ranger District Tongass National Forest AK,Draft,12/10/12,10/26/12,Forest Service,AK,EisDocuments-86781,FS,EisDocuments-86781,fs,Forest Service
146,146,146,Bighorn Basin Draft Resource Management Plan Revision Project,Draft Supplement,10/18/13,7/12/13,Bureau of Land Management,WY,EisDocuments-89060;CommentLetters-89060,BoLM,EisDocuments-89060,bolm,Bureau of Land Management
147,147,147,Bighorn Basin Proposed Resource Management Plan,Final,6/29/15,5/29/15,Bureau of Land Management,WY,EisDocuments-168192;CommentLetters-168192,BoLM,EisDocuments-168192,bolm,Bureau of Land Management
148,148,148,Bill Williams Mountain Restoration Project,Draft Supplement,12/10/13,11/8/13,Forest Service,AZ,EisDocuments-88250;CommentLetters-88250,FS,EisDocuments-88250,fs,Forest Service
149,149,149,Bill Williams Mountain Restoration Project Kaibab National Forest Coconino County AZ,Draft,8/23/12,7/13/12,Forest Service,AZ,EisDocuments-87181;CommentLetters-87181,FS,EisDocuments-87181,fs,Forest Service
150,150,150,Billings Bypass Improvements,Final,4/16/14,3/28/14,Federal Highway Administration,MT,EisDocuments-88151,FHA,EisDocuments-88151,fha,Federal Highway Administration
151,151,151,Billings and Pompeys Pillar National Monument Proposed Resource Management Plan,Final,6/25/15,5/29/15,Bureau of Land Management,MT,EisDocuments-167629;CommentLetters-167629,BoLM,EisDocuments-167629,bolm,Bureau of Land Management
152,152,152,Billings and Pompeys Pillar National Monument Resource Management Plan,Draft,6/21/13,3/29/13,Bureau of Land Management,MT,EisDocuments-89020;CommentLetters-89020,BoLM,EisDocuments-89020,bolm,Bureau of Land Management
153,153,153,Biscayne National Park Final General Management Plan,Final,0,6/5/15,National Park Service,FL,EisDocuments-168636;CommentLetters-168636,NPS,EisDocuments-168636,nps,National Park Service
154,154,154,Biscayne National Park Fishery Management Plan,Final,6/30/14,5/30/14,National Park Service,FL,EisDocuments-88469;CommentLetters-88469,NPS,EisDocuments-88469,nps,National Park Service
155,155,155,Biscayne National Park Supplemental Draft General Management Plan,Draft Supplement,2/20/14,11/22/13,National Park Service,FL,EisDocuments-88492;CommentLetters-88492,NPS,EisDocuments-88492,nps,National Park Service
156,156,156,Bitterroot National Forest Travel Management Planning,Final,4/6/16,3/11/16,Forest Service,MT,EisDocuments-204788,FS,EisDocuments-204788,fs,Forest Service
157,157,157,Black Hills Resilient Landscapes Project,Draft,10/30/17,9/15/17,Forest Service,Multi,EisDocuments-238919;CommentLetters-238919,FS,EisDocuments-238919,fs,Forest Service
158,158,158,Black Hills Resilient Landscapes Project,Final,4/26/18,3/30/18,Forest Service,Multi,EisDocuments-246801;CommentLetters-246801,FS,EisDocuments-246801,fs,Forest Service
159,159,159,Black Mesa Vegetation Management Project Rio Grande National Forest,Final,4/10/13,4/5/13,Forest Service,CO,EisDocuments-88096,FS,EisDocuments-88096,fs,Forest Service
160,160,160,Blacksmith Ecological Restoration Project,Final,3/24/14,3/28/14,Forest Service,CA,EisDocuments-88103,FS,EisDocuments-88103,fs,Forest Service
161,161,161,Blacksmith Forest Health Project,Draft,12/30/13,11/22/13,Forest Service,CA,EisDocuments-88295;CommentLetters-88295,FS,EisDocuments-88295,fs,Forest Service
162,162,162,Bluestone Dam Safety Modification,Final Supplement,0,5/12/17,U.S. Army Corps of Engineers,Multi,EisDocuments-231838;CommentLetters-231838,UACoE,EisDocuments-231838,uacoe,US Army Corps of Engineers
163,163,163,Bogue Banks Coastal Storm Damage Reduction,Final,9/15/14,8/15/14,U.S. Army Corps of Engineers,NC,EisDocuments-88020;CommentLetters-88020,UACoE,EisDocuments-88020,uacoe,US Army Corps of Engineers
164,164,164,Bogue Banks Master Beach Nourishment Project,Draft,6/26/17,5/12/17,U.S. Army Corps of Engineers,NC,EisDocuments-231999;CommentLetters-231999,UACoE,EisDocuments-231999,uacoe,US Army Corps of Engineers
165,165,165,Bordertown to California 120kV Transmission Line,Draft,1/26/15,12/12/14,Forest Service,NV,EisDocuments-89139;CommentLetters-89139,FS,EisDocuments-89139,fs,Forest Service
166,166,166,Bordertown to California 120kV Transmission Line,Final,7/19/18,6/22/18,Forest Service,Multi,EisDocuments-251901;CommentLetters-251901,FS,EisDocuments-251901,fs,Forest Service
167,167,167,Boston Harbor Deep Draft Navigation Improvement Project,Final Supplement,7/22/13,6/21/13,U.S. Army Corps of Engineers,MA,EisDocuments-87861;CommentLetters-87861,UACoE,EisDocuments-87861,uacoe,US Army Corps of Engineers
168,168,168,Bottineau Transitway Corridor Light Rail Project,Draft,5/27/14,4/11/14,Federal Transit Administration,MN,EisDocuments-88201;CommentLetters-88201,FTA,EisDocuments-88201,fta,Federal Transit Administration
169,169,169,Breckenridge Multi-Season Recreation Projects,Final,8/25/15,8/14/15,Forest Service,CO,EisDocuments-174618,FS,EisDocuments-174618,fs,Forest Service
170,170,170,Breckenridge Summer Uses EIS,Draft,2/25/15,1/16/15,Forest Service,CO,EisDocuments-89195;CommentLetters-89195,FS,EisDocuments-89195,fs,Forest Service
171,171,171,Brooks River Visitor Access Katmai National Park and Preserve AK,Final,3/4/13,2/8/13,National Park Service,AK,EisDocuments-88904;CommentLetters-88904,NPS,EisDocuments-88904,nps,National Park Service
172,172,172,Buckhorn Project,Draft,3/27/14,2/7/14,Forest Service,MT,EisDocuments-87830;CommentLetters-87830,FS,EisDocuments-87830,fs,Forest Service
173,173,173,Buckhorn Project,Final,5/29/14,5/2/14,Forest Service,MT,EisDocuments-88263;CommentLetters-88263,FS,EisDocuments-88263,fs,Forest Service
174,174,174,Buffalo Field Office Planning Area Resource Management Plan,Draft,11/7/13,6/28/13,Bureau of Land Management,WY,EisDocuments-89055;CommentLetters-89055,BoLM,EisDocuments-89055,bolm,Bureau of Land Management
175,175,175,Buffalo Proposed Resource Management Plan,Final,6/29/15,5/29/15,Bureau of Land Management,WY,EisDocuments-167219;CommentLetters-167219,BoLM,EisDocuments-167219,bolm,Bureau of Land Management
176,176,176,Bull Mountain Unit Master Development Plan,Draft,4/15/15,1/16/15,Bureau of Land Management,CO,EisDocuments-89186;CommentLetters-89186,BoLM,EisDocuments-89186,bolm,Bureau of Land Management
177,177,177,Bull Run Fossil Plant Landfill,Draft,7/26/16,5/27/16,Tennessee Valley Authority,TN,EisDocuments-209021;CommentLetters-209021,TVA,EisDocuments-209021,tva,Tennessee Valley Authority
178,178,178,Bull Run Fossil Plant Landfill,Final,2/21/17,1/23/17,Tennessee Valley Authority,TN,EisDocuments-226984;CommentLetters-226984,TVA,EisDocuments-226984,tva,Tennessee Valley Authority
179,179,179,Bunker Hill Groundwater Basin Riverside Corona Feeder Project,Final,7/18/13,6/21/13,Bureau of Reclamation,CA,EisDocuments-87847;CommentLetters-87847,BoR,EisDocuments-87847,bor,Bureau of Reclamation
180,180,180,Butte Regional Conservation Plan,Draft,6/2/16,11/27/15,Fish and Wildlife Service,CA,EisDocuments-183107;CommentLetters-183107,FaWS,EisDocuments-183107,faws,Fish and Wildlife Service
181,181,181,Byram River Flood Risk Management Draft Integrated Feasibility Report and EIS,Draft,8/16/18,7/6/18,U.S. Army Corps of Engineers,Multi,EisDocuments-252801;CommentLetters-252801,UACoE,EisDocuments-252801,uacoe,US Army Corps of Engineers
182,182,182,CALAM Monterey Peninsula Water Supply Project FEIR/FEIS,Final,0,3/30/18,National Oceanic and Atmospheric Administration,CA,EisDocuments-246664,NOaAA,EisDocuments-246664,noaaa,National Oceanic and Atmospheric Administration
183,183,183,CP District-wide Salvage Project,Final,6/28/18,5/21/18,Forest Service,CO,EisDocuments-249904;CommentLetters-249904,FS,EisDocuments-249904,fs,Forest Service
184,184,184,Cal Black Memorial Airport,Draft Supplement,1/22/15,12/12/14,Federal Aviation Administration,UT,EisDocuments-89141;CommentLetters-89141,FAA,EisDocuments-89141,faa,Federal Aviation Administration
185,185,185,Calam Monterey Peninsula Water Supply Project,Draft,3/29/17,1/13/17,National Oceanic and Atmospheric Administration,CA,EisDocuments-226146;CommentLetters-226146,NOaAA,EisDocuments-226146,noaaa,National Oceanic and Atmospheric Administration
186,186,186,Calcasieu Lock Louisiana Feasibility Study,Draft,12/3/13,10/4/13,U.S. Army Corps of Engineers,LA,EisDocuments-87921;CommentLetters-87921,UACoE,EisDocuments-87921,uacoe,US Army Corps of Engineers
187,187,187,Calcasieu Lock Louisiana Feasibility Study,Final,7/16/14,6/20/14,U.S. Army Corps of Engineers,LA,EisDocuments-87788;CommentLetters-87788,UACoE,EisDocuments-87788,uacoe,US Army Corps of Engineers
188,188,188,Calcasieu Pass Project,Draft,8/7/18,6/29/18,Federal Energy Regulatory Commission,LA,EisDocuments-252426;CommentLetters-252426,FERC,EisDocuments-252426,ferc,Federal Energy Regulatory Commission
189,189,189,Calcasieu Pass Project,Final,11/29/18,11/2/18,Federal Energy Regulatory Commission,LA,EisDocuments-260336;CommentLetters-260336,FERC,EisDocuments-260336,ferc,Federal Energy Regulatory Commission
190,190,190,Caldwell Canyon Mine and Reclamation Plan,Draft,0,11/30/18,Bureau of Land Management,ID,EisDocuments-262625,BoLM,EisDocuments-262625,bolm,Bureau of Land Management
191,191,191,California High Speed Train Project Fresno to Bakersfield Section,Final,5/27/14,4/25/14,Federal Railroad Administration,CA,EisDocuments-88408;CommentLetters-88408,FRA,EisDocuments-88408,fra,Federal Railroad Administration
192,192,192,California Pacific Electricity Company 625 and 650 Electrical Line Upgrade Project,Draft,1/3/14,11/8/13,Forest Service,CA,EisDocuments-88252;CommentLetters-88252,FS,EisDocuments-88252,fs,Forest Service
193,193,193,California Pacific Electricity Company 625 and 650 Electrical Line Upgrade Project,Final,10/29/14,10/3/14,Forest Service,CA,EisDocuments-88325;CommentLetters-88325,FS,EisDocuments-88325,fs,Forest Service
194,194,194,California WaterFix EIS EIR,Draft Supplement,10/30/18,9/21/18,Bureau of Reclamation,CA,EisDocuments-257999;CommentLetters-257999,BoR,EisDocuments-257999,bor,Bureau of Reclamation
195,195,195,Cameron LNG Liquefaction Project,Draft,3/3/14,1/17/14,Federal Energy Regulatory Commission,LA,EisDocuments-87772;CommentLetters-87772,FERC,EisDocuments-87772,ferc,Federal Energy Regulatory Commission
196,196,196,Cameron Liquefaction Project,Final,6/9/14,5/9/14,Federal Energy Regulatory Commission,LA,EisDocuments-88267;CommentLetters-88267,FERC,EisDocuments-88267,ferc,Federal Energy Regulatory Commission
197,197,197,Camp Tatiyee Land Exchange,Final,0,1/23/17,Forest Service,AZ,EisDocuments-227250,FS,EisDocuments-227250,fs,Forest Service
198,198,198,Camp Tatiyee Land Exchange - 0100 #5004,Draft,7/16/15,6/5/15,Forest Service,AZ,EisDocuments-168702;CommentLetters-168702,FS,EisDocuments-168702,fs,Forest Service
199,199,199,Canaveral National Seashore Final General Management Plan,Final,8/7/14,7/11/14,National Park Service,FL,EisDocuments-87840;CommentLetters-87840,NPS,EisDocuments-87840,nps,National Park Service
200,200,200,Cape Lookout National Seashore Off-Road Vehicle Management Plan,Draft,7/17/14,5/23/14,National Park Service,NC,EisDocuments-88366;CommentLetters-88366,NPS,EisDocuments-88366,nps,National Park Service
201,201,201,Cape Lookout National Seashore Off-Road Vehicle Management Plan,Final,1/4/17,12/9/16,National Park Service,NC,EisDocuments-223161;CommentLetters-223161,NPS,EisDocuments-223161,nps,National Park Service
